Latitude,Longitude
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22383964,-80.46136668
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22380858,-80.46175489
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22375945,-80.4621319
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22377242,-80.4619056
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22376098,-80.46152787
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.2235275,-80.46200933
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22339732,-80.46233987
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22339735,-80.46193142
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22344892,-80.46168914
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
37.22346787,-80.46157392
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
-999,-999
